timestamp,open,high,low,close,volume,close_time,quote_volume,trades
1704261600000,2376.94,2380.9,2373.6,2375.34,9648.9752,1704265199999,22946290.943208,22671
1704265200000,2375.35,2379.68,2356.99,2361.64,15554.4245,1704268799999,36849780.694224,31749
1704268800000,2361.65,2371.4,2361.26,2370.5,11377.5475,1704272399999,26923491.979087,24202
1704272400000,2370.5,2385.45,2370.29,2376.01,17937.7063,1704275999999,42645745.42039,34821
1704276000000,2376.02,2380.84,2360.88,2364.58,20258.2137,1704279599999,48039565.262858,35556
1704279600000,2364.58,2365.62,2294.01,2307.68,59133.3805,1704283199999,137966492.632603,111754
1704283200000,2307.99,2308.6,2100.0,2248.55,209264.8157,1704286799999,461645108.652386,358762
1704286800000,2248.55,2248.8,2206.96,2223.79,65271.6267,1704290399999,145275236.731873,106477
1704290400000,2223.79,2224.0,2191.0,2193.77,48027.5734,1704293999999,105781538.24687,81939
1704294000000,2193.76,2241.0,2190.0,2240.4,47153.4205,1704297599999,104484377.346753,70895
1704297600000,2240.39,2245.33,2222.11,2231.4,55308.6344,1704301199999,123622395.388274,82123
1704301200000,2231.41,2235.0,2212.0,2223.3,31364.4458,1704304799999,69699999.70392,43922
1704304800000,2223.3,2227.99,2188.0,2198.23,35399.3147,1704308399999,78201929.328794,48113
1704308400000,2198.23,2229.11,2197.26,2206.53,30235.3792,1704311999999,66868730.970552,42473
1704312000000,2206.54,2223.63,2205.28,2218.28,21326.7288,1704315599999,47237683.100692,28197
1704315600000,2218.29,2227.87,2211.93,2226.03,18373.485,1704319199999,40806775.141357,26219
1704319200000,2226.02,2226.45,2200.0,2205.39,20334.8895,1704322799999,45003705.402321,26767
1704322800000,2205.38,2210.26,2196.23,2209.72,14697.9963,1704326399999,32380719.931983,21928
1704326400000,2209.72,2219.92,2206.44,2210.64,13776.3421,1704329999999,30469639.599608,23200
1704330000000,2210.64,2214.24,2201.91,2205.92,17337.1328,1704333599999,38277920.611108,25496
1704333600000,2205.92,2232.89,2204.63,2231.59,13022.4081,1704337199999,28931003.464426,25857
1704337200000,2231.6,2239.79,2225.23,2231.08,15194.924,1704340799999,33903504.221822,25649
1704340800000,2231.07,2239.3,2227.8,2237.88,11737.6471,1704344399999,26219481.100137,21331
1704344400000,2237.89,2244.04,2232.78,2235.93,15376.1833,1704347999999,34407755.97156,23430
1704348000000,2235.93,2244.93,2235.0,2238.8,17678.9008,1704351599999,39571663.270962,24771
1704351600000,2238.79,2241.83,2220.0,2221.85,24228.6995,1704355199999,54023237.29663,33151
1704355200000,2221.85,2226.64,2211.13,2215.95,23815.4444,1704358799999,52819100.531894,35752
1704358800000,2215.96,2229.71,2214.6,2223.4,10324.9931,1704362399999,22936654.813838,21905
1704362400000,2223.41,2226.12,2205.0,2222.39,15301.0791,1704365999999,33926352.538152,30925
1704366000000,2222.38,2230.71,2215.0,2228.14,11585.5486,1704369599999,25777002.886477,23550
1704369600000,2228.13,2245.19,2222.7,2235.99,29830.227,1704373199999,66686986.41189,38602
1704373200000,2235.99,2247.36,2231.8,2238.29,15912.5495,1704376799999,35592359.632856,28136
1704376800000,2238.29,2274.48,2230.66,2273.25,32621.2049,1704380399999,73417907.551919,58182
1704380400000,2273.26,2285.99,2261.93,2276.87,35027.0629,1704383999999,79646268.467183,65509
1704384000000,2276.88,2280.97,2259.1,2269.58,29449.0032,1704387599999,66779972.000911,49163
1704387600000,2269.59,2289.26,2267.35,2274.72,29583.6827,1704391199999,67408642.950473,49557
1704391200000,2274.72,2279.96,2268.28,2273.76,13302.1568,1704394799999,30260666.411726,25588
1704394800000,2273.76,2294.08,2271.01,2274.27,19089.4206,1704398399999,43561636.386252,37924
1704398400000,2274.27,2294.69,2272.68,2273.4,18305.4429,1704401999999,41773982.13244,34918
1704402000000,2273.4,2288.46,2268.51,2273.17,15060.3368,1704405599999,34307230.060565,32421
1704405600000,2273.17,2286.75,2261.57,2270.0,13156.9883,1704409199999,29922496.766916,28874
1704409200000,2270.01,2275.76,2266.57,2267.11,8126.6765,1704412799999,18451154.127028,16880
1704412800000,2267.11,2274.76,2261.0,2267.62,11988.5698,1704416399999,27187736.276772,24442
1704416400000,2267.62,2271.12,2212.0,2237.93,36936.1632,1704419999999,82818265.252274,63318
1704420000000,2237.94,2251.2,2231.71,2240.4,19014.2827,1704423599999,42631995.184811,33260
1704423600000,2240.41,2250.47,2238.92,2242.28,8943.3291,1704427199999,20075451.038691,19263
1704427200000,2242.29,2247.63,2234.3,2243.85,12945.6834,1704430799999,29009686.815218,24174
1704430800000,2243.86,2248.0,2241.42,2246.45,9594.8614,1704434399999,21546158.769677,18507
1704434400000,2246.45,2257.87,2240.48,2255.34,18363.4853,1704437999999,41314242.465318,29459
1704438000000,2255.34,2265.72,2252.74,2252.75,17584.0775,1704441599999,39741509.4299,26705
1704441600000,2252.75,2259.2,2250.0,2252.24,15264.3154,1704445199999,34404436.079554,22640
1704445200000,2252.24,2269.0,2252.23,2264.59,26133.9653,1704448799999,59129915.105872,36607
1704448800000,2264.6,2265.89,2233.23,2240.31,14816.2616,1704452399999,33379903.882385,31835
1704452400000,2240.32,2249.77,2238.96,2241.97,13474.3408,1704455999999,30234157.417462,29664
1704456000000,2241.97,2253.64,2234.29,2242.03,13639.4615,1704459599999,30611744.722777,31058
1704459600000,2242.04,2251.9,2237.28,2247.41,17264.5888,1704463199999,38741477.349116,35169
1704463200000,2247.41,2252.77,2221.0,2226.79,29039.8466,1704466799999,64913852.769427,58606
1704466800000,2226.8,2242.27,2218.0,2224.99,27168.394,1704470399999,60616626.594566,45329
1704470400000,2225.0,2233.34,2210.01,2211.82,18457.0341,1704473999999,41019814.771667,34437
1704474000000,2211.82,2232.79,2206.17,2232.1,19964.2276,1704477599999,44321248.588038,37104
1704477600000,2232.1,2238.6,2224.2,2233.84,9113.1795,1704481199999,20335269.216984,20751
1704481200000,2233.85,2240.67,2229.89,2234.26,8570.5586,1704484799999,19155122.27151,19472
1704484800000,2234.26,2261.0,2234.25,2248.36,15134.2859,1704488399999,33967729.517442,28843
1704488400000,2248.36,2248.74,2234.18,2246.39,8384.8671,1704491999999,18791876.921446,19615
1704492000000,2246.4,2249.4,2238.22,2247.75,5201.6457,1704495599999,11673790.41171,14064
1704495600000,2247.76,2277.21,2247.75,2268.78,28570.5757,1704499199999,64745610.329045,54641
1704499200000,2268.78,2270.0,2257.87,2262.95,10606.0877,1704502799999,24014084.085393,23810
1704502800000,2262.94,2263.29,2253.28,2254.91,7665.4264,1704506399999,17309854.811148,18509
1704506400000,2254.92,2258.01,2251.0,2255.17,7072.2755,1704509999999,15944450.909251,15796
1704510000000,2255.18,2256.2,2250.4,2252.99,4062.399,1704513599999,9153013.167596,11900
1704513600000,2253.0,2255.66,2245.42,2246.79,5548.7886,1704517199999,12488822.151526,16790
1704517200000,2246.79,2249.72,2229.63,2235.19,14871.2131,1704520799999,33294260.440342,30942
1704520800000,2235.2,2235.6,2216.4,2219.34,18707.5482,1704524399999,41643978.700065,33122
1704524400000,2219.35,2233.13,2216.4,2233.12,11531.0763,1704527999999,25669504.757782,23284
1704528000000,2233.13,2238.05,2228.58,2237.54,7452.6581,1704531599999,16644700.982155,19780
1704531600000,2237.54,2240.0,2233.8,2234.6,7160.5431,1704535199999,16017812.257866,17014
1704535200000,2234.6,2239.2,2229.92,2235.94,6977.8224,1704538799999,15587171.541517,20087
1704538800000,2235.95,2239.13,2231.03,2238.67,6223.5521,1704542399999,13912048.99818,17531
1704542400000,2238.67,2241.76,2228.37,2232.2,6699.843,1704545999999,14980797.322653,19186
1704546000000,2232.2,2238.99,2228.4,2237.01,10627.1919,1704549599999,23765611.118035,17294
1704549600000,2237.0,2248.27,2236.4,2240.94,15596.2437,1704553199999,34987478.714633,23314
1704553200000,2240.93,2248.32,2237.79,2246.4,8155.4921,1704556799999,18300055.885716,19537
1704556800000,2246.41,2249.84,2243.36,2245.55,5908.42,1704560399999,13272666.162799,16607
1704560400000,2245.54,2252.45,2243.02,2248.67,6037.2146,1704563999999,13570753.738831,16320
1704564000000,2248.67,2254.77,2245.0,2246.91,5357.8165,1704567599999,12050935.526,15266
1704567600000,2246.92,2247.66,2237.5,2244.63,4931.1215,1704571199999,11059148.573118,15561
1704571200000,2244.64,2247.5,2233.0,2241.76,6925.3863,1704574799999,15520690.980187,16120
1704574800000,2241.77,2242.51,2235.47,2240.15,4274.5213,1704578399999,9572880.195165,13307
1704578400000,2240.15,2241.01,2231.0,2237.45,4496.8548,1704581999999,10057260.262798,13296
1704582000000,2237.45,2240.78,2230.62,2240.78,7178.3694,1704585599999,16049534.676401,16068
1704585600000,2240.77,2254.0,2238.52,2249.61,8349.6894,1704589199999,18759277.387289,18598
1704589200000,2249.61,2254.03,2241.2,2241.2,7214.8161,1704592799999,16219026.436319,15487
1704592800000,2241.2,2248.78,2235.58,2240.2,6665.3952,1704596399999,14944404.773772,15980
1704596400000,2240.19,2246.45,2240.19,2242.2,5402.7349,1704599999999,12119568.743073,14763
1704600000000,2242.19,2248.76,2242.19,2248.69,5703.6005,1704603599999,12810099.78705,14041
1704603600000,2248.68,2250.67,2241.2,2242.99,4707.6653,1704607199999,10572603.69288,13564
1704607200000,2242.99,2250.9,2241.0,2249.59,5520.5631,1704610799999,12406232.661443,13894
1704610800000,2249.59,2251.44,2246.06,2249.15,5428.305,1704614399999,12206090.255361,15992
1704614400000,2249.15,2253.0,2238.73,2239.76,7777.477,1704617999999,17468806.677043,22079
1704618000000,2239.76,2242.2,2230.26,2233.54,8730.3643,1704621599999,19518976.105133,20783
1704621600000,2233.55,2239.81,2232.86,2237.4,5826.0259,1704625199999,13033974.562437,14780
1704625200000,2237.39,2243.03,2234.41,2237.04,6774.5061,1704628799999,15170511.820174,16979
1704628800000,2237.05,2241.94,2231.6,2237.84,7508.7333,1704632399999,16797189.835211,18837
1704632400000,2237.85,2258.01,2237.6,2252.09,16850.788,1704635999999,37912696.596653,34029
1704636000000,2252.1,2255.0,2243.46,2249.44,7833.5215,1704639599999,17613426.743048,28660
1704639600000,2249.44,2249.9,2222.46,2230.83,17307.3952,1704643199999,38642050.362997,40029
1704643200000,2230.83,2235.7,2221.8,2226.51,10099.5469,1704646799999,22520835.022949,27075
1704646800000,2226.52,2243.0,2221.0,2239.23,9388.3383,1704650399999,20980854.594849,25173
1704650400000,2239.23,2249.07,2236.71,2245.18,6053.6989,1704653999999,13572135.349859,18078
1704654000000,2245.18,2249.98,2241.73,2248.6,5084.4011,1704657599999,11420203.003729,15334
1704657600000,2248.6,2251.27,2239.04,2239.05,8492.141,1704661199999,19068821.672277,20282
1704661200000,2239.05,2244.37,2234.48,2239.76,4930.1153,1704664799999,11041214.641074,17414
1704664800000,2239.76,2239.76,2208.17,2216.39,19412.1331,1704668399999,43111225.804313,41233
1704668400000,2216.4,2224.9,2203.46,2221.42,16076.7373,1704671999999,35614932.728496,33485
1704672000000,2221.42,2224.41,2188.88,2194.6,23597.2688,1704675599999,52034733.661729,54171
1704675600000,2194.6,2209.78,2192.9,2203.97,12644.1219,1704679199999,27869772.685795,32969
1704679200000,2203.98,2208.0,2171.54,2183.78,25726.363,1704682799999,56334486.076755,55276
1704682800000,2183.79,2196.45,2166.38,2190.87,28249.0491,1704686399999,61669000.748793,54949
1704686400000,2190.88,2198.4,2188.0,2196.47,11224.9662,1704689999999,24614237.52431,23404
1704690000000,2196.48,2197.92,2188.89,2196.59,11097.3588,1704693599999,24345793.08607,21815
1704693600000,2196.59,2223.99,2194.67,2213.22,24182.3678,1704697199999,53530334.892613,49863
1704697200000,2213.22,2230.0,2212.37,2224.08,16001.7468,1704700799999,35571256.48252,47313
1704700800000,2224.07,2234.0,2220.79,2221.88,13324.1107,1704704399999,29680679.27559,32107
1704704400000,2221.88,2225.19,2204.47,2211.06,12675.8747,1704707999999,28111507.868991,30401
1704708000000,2211.06,2229.46,2208.08,2226.47,11709.8671,1704711599999,26009129.097965,28281
1704711600000,2226.46,2242.0,2220.33,2240.61,18520.1762,1704715199999,41311017.197244,39742
1704715200000,2240.61,2269.64,2239.81,2265.19,45465.9318,1704718799999,102599417.743019,82716
1704718800000,2265.2,2275.0,2259.31,2265.47,24139.81,1704722399999,54709879.785463,46833
1704722400000,2265.48,2272.71,2256.07,2261.18,18441.7611,1704725999999,41752998.427945,33220
1704726000000,2261.18,2283.02,2256.03,2269.59,25079.0589,1704729599999,56917368.49947,46038
1704729600000,2269.59,2285.0,2259.39,2263.63,19796.1459,1704733199999,44948418.911847,37164
1704733200000,2263.63,2307.69,2261.24,2306.82,33148.9935,1704736799999,75752832.466575,57704
1704736800000,2306.82,2340.32,2305.3,2335.99,62013.4583,1704740399999,144071776.009294,103672
1704740400000,2335.98,2358.2,2323.29,2354.56,44381.3307,1704743999999,104005503.093337,75425
1704744000000,2354.57,2357.79,2334.23,2336.4,21333.6107,1704747599999,50085704.792028,40410
1704747600000,2336.39,2347.39,2332.71,2337.08,13486.7019,1704751199999,31545149.009382,28805
1704751200000,2337.08,2342.57,2332.9,2337.63,8332.9606,1704754799999,19476219.758208,19134
1704754800000,2337.63,2337.63,2325.36,2330.44,14834.5202,1704758399999,34580193.345879,27615
1704758400000,2330.43,2336.7,2289.98,2306.9,33340.2527,1704761999999,77102568.792343,66482
1704762000000,2306.89,2315.18,2296.56,2309.36,19092.9739,1704765599999,44032766.107692,34435
1704765600000,2309.35,2316.6,2306.0,2312.1,9560.0333,1704769199999,22103193.797746,19945
1704769200000,2312.09,2314.69,2307.02,2309.13,9382.4544,1704772799999,21680604.160093,20175
1704772800000,2309.12,2318.0,2300.4,2315.2,8726.1326,1704776399999,20152825.693331,21479
1704776400000,2315.2,2319.01,2301.4,2308.77,9108.7656,1704779999999,21038077.198869,20845
1704780000000,2308.77,2309.08,2297.26,2302.0,8630.946,1704783599999,19882202.486266,21123
1704783600000,2302.0,2310.64,2298.58,2306.05,8529.9324,1704787199999,19663733.07438,19478
1704787200000,2306.05,2311.3,2290.26,2291.28,11885.1589,1704790799999,27348503.888521,29276
1704790800000,2291.28,2297.22,2285.4,2291.37,14051.9445,1704794399999,32207182.096565,34420
1704794400000,2291.37,2301.73,2289.0,2292.4,9995.6604,1704797999999,22946822.366236,23497
1704798000000,2292.4,2303.09,2289.14,2298.76,9746.6547,1704801599999,22384869.531349,25248
1704801600000,2298.77,2304.21,2226.78,2264.2,28207.9071,1704805199999,64151465.854747,67939
1704805200000,2264.2,2283.38,2260.7,2275.25,36739.6077,1704808799999,83521772.884244,67619
1704808800000,2275.25,2283.02,2241.0,2247.4,24287.8317,1704812399999,54934542.01917,54808
1704812400000,2247.39,2268.64,2241.58,2257.18,21766.7984,1704815999999,49169286.977589,43263
1704816000000,2257.18,2265.89,2243.41,2264.43,21806.2349,1704819599999,49189109.036856,40295
1704819600000,2264.43,2270.57,2256.07,2264.0,11924.7723,1704823199999,26980379.500185,29817
1704823200000,2264.0,2278.03,2258.69,2275.94,10444.9729,1704826799999,23706880.240964,27522
1704826800000,2275.93,2277.78,2258.22,2270.91,10069.4162,1704830399999,22863861.118657,26594
1704830400000,2270.91,2273.91,2247.72,2250.61,17897.9833,1704833999999,40425520.031552,34950
1704834000000,2250.6,2371.0,2247.74,2317.66,131930.6011,1704837599999,304648147.44765,309189
1704837600000,2317.65,2371.72,2314.61,2340.9,59998.629,1704841199999,140836021.157523,113441
1704841200000,2340.91,2346.75,2316.22,2344.29,24329.3291,1704844799999,56793797.373549,44605
1704844800000,2344.3,2400.0,2339.59,2398.63,58178.8641,1704848399999,138298049.949973,99469
1704848400000,2398.64,2400.53,2365.51,2376.77,33219.1768,1704851999999,79041919.894158,54606
1704852000000,2376.77,2377.2,2345.0,2347.33,21371.2369,1704855599999,50466964.327043,39846
1704855600000,2347.34,2368.96,2343.78,2361.51,18411.842,1704859199999,43445163.414841,31777
1704859200000,2361.5,2388.68,2358.0,2380.37,27527.9691,1704862799999,65333047.699491,44028
1704862800000,2380.38,2393.22,2371.64,2386.8,17652.8036,1704866399999,42076002.285478,34383
1704866400000,2386.8,2388.54,2372.28,2380.51,14380.2814,1704869999999,34212280.241355,29681
1704870000000,2380.51,2385.56,2366.1,2368.75,14626.4226,1704873599999,34752090.730451,33242
1704873600000,2368.75,2383.44,2362.64,2364.81,19530.0744,1704877199999,46313876.686103,41247
1704877200000,2364.81,2431.0,2364.71,2425.62,69497.8834,1704880799999,167385454.341569,111819
1704880800000,2425.62,2427.17,2400.0,2400.58,23802.08,1704884399999,57437056.475987,42210
1704884400000,2400.58,2409.06,2381.0,2402.21,22874.6757,1704887999999,54929640.778665,44963
1704888000000,2402.21,2417.9,2342.0,2359.61,61829.7759,1704891599999,146880616.21653,123328
1704891600000,2359.61,2391.0,2350.33,2377.83,36869.1035,1704895199999,87641093.611498,79053
1704895200000,2377.84,2395.75,2369.61,2386.3,24974.0313,1704898799999,59548057.884391,52456
1704898800000,2386.31,2456.0,2382.96,2449.3,84828.7792,1704902399999,206252814.99172,159401
1704902400000,2449.3,2457.6,2406.06,2407.15,37057.5708,1704905999999,90151614.957684,86887
1704906000000,2407.15,2444.81,2400.71,2436.69,34909.6364,1704909599999,84638138.953657,74111
1704909600000,2436.69,2443.0,2415.0,2435.04,24033.1303,1704913199999,58378768.233012,68278
1704913200000,2435.05,2481.59,2425.67,2477.9,55178.4021,1704916799999,135764921.384905,133277
1704916800000,2477.9,2488.56,2411.0,2484.63,76041.7101,1704920399999,186953226.358195,183683
1704920400000,2484.63,2534.64,2472.0,2528.14,109201.4141,1704923999999,274204894.810084,182800
1704924000000,2528.13,2556.58,2510.17,2547.6,55072.0113,1704927599999,139630927.416799,98644
1704927600000,2547.59,2643.1,2542.83,2584.38,97319.791,1704931199999,252584360.744954,161518
1704931200000,2584.37,2608.0,2568.91,2606.43,40621.2162,1704934799999,105020994.383029,77877
1704934800000,2606.42,2607.32,2566.01,2568.2,32942.3718,1704938399999,85244016.539996,67277
1704938400000,2568.21,2586.21,2566.22,2580.41,21186.0545,1704941999999,54616312.231413,41801
1704942000000,2580.42,2614.76,2571.55,2613.01,29129.7906,1704945599999,75544657.064606,57865
1704945600000,2613.0,2630.0,2605.0,2615.01,50501.5675,1704949199999,132053918.152521,76562
1704949200000,2615.01,2615.8,2584.0,2596.72,29096.3041,1704952799999,75675795.209399,55825
1704952800000,2596.72,2598.45,2573.01,2577.23,29061.6328,1704956399999,75019447.709626,58681
1704956400000,2577.22,2591.8,2576.0,2589.15,16944.8038,1704959999999,43790858.365844,37784
1704960000000,2589.15,2616.96,2586.66,2615.59,18711.183,1704963599999,48719984.721887,46417
1704963600000,2615.59,2620.0,2604.8,2608.68,16253.7555,1704967199999,42461520.738331,37039
1704967200000,2608.68,2649.96,2607.55,2636.79,33088.3948,1704970799999,86996822.069217,69187
1704970800000,2636.79,2665.74,2626.99,2657.9,39262.2822,1704974399999,103957400.654389,70700
1704974400000,2657.89,2662.44,2636.1,2647.02,36689.2108,1704977999999,97098036.454645,73294
1704978000000,2647.03,2656.6,2622.4,2635.98,35353.4103,1704981599999,93401668.675651,84261
1704981600000,2635.97,2686.6,2616.98,2681.86,86952.9265,1704985199999,230595002.731803,151490
1704985200000,2681.87,2689.39,2593.6,2613.19,107554.1163,1704988799999,284358524.608269,187248
1704988800000,2613.19,2625.13,2570.0,2588.0,63843.0918,1704992399999,165475561.901721,139383
1704992400000,2588.01,2615.03,2574.23,2602.45,34495.983,1704995999999,89583585.243144,77944
1704996000000,2602.46,2618.2,2589.67,2613.45,24347.9203,1704999599999,63430960.892562,53052
1704999600000,2613.45,2622.46,2597.77,2622.07,19696.1792,1705003199999,51388180.578839,49365
1705003200000,2622.07,2632.28,2587.48,2593.93,30649.2208,1705006799999,79984737.409396,69696
1705006800000,2593.93,2621.0,2592.23,2603.79,17232.6158,1705010399999,44948346.985636,48561
1705010400000,2603.79,2615.9,2595.81,2615.42,12571.7128,1705013999999,32759183.783959,33829
1705014000000,2615.43,2624.81,2610.41,2618.01,12526.5133,1705017599999,32790842.085763,28617
1705017600000,2618.01,2624.29,2593.15,2599.74,17384.4755,1705021199999,45343937.853439,44919
1705021200000,2599.73,2603.72,2580.0,2593.02,14571.3939,1705024799999,37773846.955092,41174
1705024800000,2593.01,2616.02,2591.38,2607.72,13425.4872,1705028399999,34933619.843595,30902
1705028400000,2607.72,2608.16,2588.09,2589.81,13641.2079,1705031999999,35449689.392969,35533
1705032000000,2589.81,2605.62,2585.62,2594.02,14033.2014,1705035599999,36424155.290002,38402
1705035600000,2594.02,2610.0,2590.32,2608.79,10426.8829,1705039199999,27090741.263581,30281
1705039200000,2608.8,2626.43,2607.24,2617.64,21783.0259,1705042799999,56984114.654758,40146
1705042800000,2617.65,2621.5,2590.66,2595.73,31522.9804,1705046399999,82098614.697944,56907
1705046400000,2595.72,2604.18,2584.11,2601.93,18252.1687,1705049999999,47332483.550563,45772
1705050000000,2601.93,2618.35,2585.34,2614.77,27408.249,1705053599999,71312865.704884,57763
1705053600000,2614.78,2622.63,2611.37,2620.93,17822.6402,1705057199999,46654638.84951,35769
1705057200000,2620.93,2667.99,2618.61,2647.59,53751.135,1705060799999,142254388.608185,97307
1705060800000,2647.58,2680.0,2634.0,2650.52,48622.0111,1705064399999,129429757.312217,98948
1705064400000,2650.52,2691.49,2644.92,2673.78,46883.0878,1705067999999,125449211.395314,86971
1705068000000,2673.78,2712.78,2662.5,2705.75,66302.1426,1705071599999,178012240.413863,128779
1705071600000,2705.75,2717.32,2637.58,2647.02,78920.5447,1705075199999,211049976.784331,167559
1705075200000,2647.02,2688.83,2602.27,2620.44,88912.2011,1705078799999,235943404.431479,185725
1705078800000,2620.45,2631.79,2560.71,2603.05,64194.6509,1705082399999,166337548.537823,160196
1705082400000,2603.06,2611.78,2580.0,2595.71,31292.9384,1705085999999,81254843.405443,79663
1705086000000,2595.71,2613.96,2582.67,2584.43,20691.2366,1705089599999,53730200.809844,62339
1705089600000,2584.44,2598.2,2565.78,2569.36,26809.6625,1705093199999,69244362.587177,59570
1705093200000,2569.35,2576.29,2501.18,2526.05,52999.9334,1705096799999,134338846.150412,100465
1705096800000,2526.06,2528.52,2458.0,2498.6,75075.4301,1705100399999,187353864.677826,125632
1705100400000,2498.6,2530.9,2496.93,2522.54,32731.0755,1705103999999,82382264.916661,49914
1705104000000,2522.55,2538.01,2516.8,2517.45,23049.1095,1705107599999,58258749.966293,40049
1705107600000,2517.45,2528.12,2497.5,2525.39,30061.0029,1705111199999,75534058.29844,59478
1705111200000,2525.39,2553.77,2519.48,2545.97,37973.9847,1705114799999,96495277.29495,71597
